yr,plt,fg,sp,bio
2014,39,AG,AVBA,6.88
2014,39,AG,AVFA,0
2014,39,AG,BRCO4,0
2014,39,AG,BRDI2,0
2014,39,AG,BRDI3,1.91
2014,39,AG,BRHO2,1.99
2014,39,AG,BRMA,0
2014,39,AG,BRMA3,0
2014,39,AG,BRMI2,0.5
2014,39,AG,GAPH2,0
2014,39,AG,HOMAG,0
2014,39,AG,JUBU,0
2014,39,AG,LOPEM2,0
2014,39,AG,UNAV,0
2014,39,AG,UNFE,0
2014,39,AG,UNGRA,5.53
2014,39,AG,UNHO,0
2014,39,AG,UNRS,0
2014,39,AG,UNSENAG,0
2014,39,AG,VUBR,0.85
2014,39,LITR,LITR,136.45
2014,39,MISC,BAPI,0
2014,39,MISC,GEMO2,0
2014,39,MISC,PIAT4,0
2014,39,MISC,QUAG,0
2014,39,MISC,QULO,0
2014,39,MISC,TODI,0
2014,39,MISC,UN,0
2014,39,MISC,UNAP,0
2014,39,MISC,UNAS,0
2014,39,MISC,UNBR,0
2014,39,MISC,UNFO,0
2014,39,MISC,UNGR,0
2014,39,MISC,UNSEN,0
2014,39,NF,LOPU3,0
2014,39,NF,MEPO3,0
2014,39,NF,TRDU2,0
2014,39,NF,TRHI4,0
2014,39,NF,TRSU3,0
2014,39,NF,UNLU,0
2014,39,NF,UNTR,0
2014,39,NF,VISA,0
2014,39,NF,VITE,0
2014,39,PF,CAOV4,0
2014,39,PF,CIVU,0
2014,39,PF,COAR4,0
2014,39,PF,CRVET,1.7
2014,39,PF,DISA9,0
2014,39,PF,PLLA,0
2014,39,PF,PSCA13,0
2014,39,PF,RUAC3,0
2014,39,PF,RUCR,0
2014,39,PF,SIBE,0
2014,39,PF,UNPL,0
2014,39,PF,UNRU,0
2014,39,PF,WYAN,0
2014,39,PG,DACA3,0
2014,39,PG,DACA3_S,0
2014,39,PG,ELGL,0
2014,39,PG,ELGL_S,0
2014,39,PG,ELMU3,0
2014,39,PG,NAPU4,13.55
2014,39,PG,NAPU4_S,0.43
2014,39,PG,PHAQ,0
2014,39,PG,UNGRP,0
2014,39,PG,UNGRPS,0
2014,39,PG,UNSENPG,0
2014,40,AF,ANAR,0
2014,40,AF,CAPY2,0
2014,40,AF,CEDA,0
2014,40,AF,CEGL2,0
2014,40,AF,CESO3,0
2014,40,AF,COCA5,0
2014,40,AF,CRSE11,0
2014,40,AF,EPBR3,0
2014,40,AF,ERBO,203.9
2014,40,AF,ERCI6,0
2014,40,AF,GEDI,3.97
2014,40,AF,HECOL3,0
2014,40,AF,HYGL2,11.49
2014,40,AF,KISP,0
2014,40,AF,LASE,0
2014,40,AF,LIHY3,0
2014,40,AF,LOGA2,0
2014,40,AF,MADI6,0
2014,40,AF,MAGR3,0
2014,40,AF,PAVI3,0
2014,40,AF,PIEC,0
2014,40,AF,PSLU6,0
2014,40,AF,SEVU,0
2014,40,AF,SOAS,0
2014,40,AF,TOAR,0
2014,40,AF,UNER,0
2014,40,AF,UNEU,0
2014,40,AF,UNFOA,0
2014,40,AF,UNGA,0
2014,40,AF,URPI,0
2014,40,AG,AICA,0
2014,40,AG,AVBA,12.48
2014,40,AG,AVFA,0
2014,40,AG,BRCO4,0
2014,40,AG,BRDI2,0
2014,40,AG,BRDI3,0.71
2014,40,AG,BRHO2,1.28
2014,40,AG,BRMA,0
2014,40,AG,BRMA3,0
2014,40,AG,BRMI2,0.35
2014,40,AG,GAPH2,0
2014,40,AG,HOMAG,0
2014,40,AG,JUBU,0
2014,40,AG,LOPEM2,0
2014,40,AG,UNAV,0
2014,40,AG,UNFE,0
2014,40,AG,UNGRA,16.67
2014,40,AG,UNHO,0
2014,40,AG,UNRS,0
2014,40,AG,UNSENAG,0
2014,40,AG,VUBR,0
2014,40,LITR,LITR,146.03
2014,40,MISC,BAPI,0
2014,40,MISC,GEMO2,0
2014,40,MISC,PIAT4,0
2014,40,MISC,QUAG,0
2014,40,MISC,QULO,0
2014,40,MISC,TODI,0
2014,40,MISC,UN,0
2014,40,MISC,UNAP,0
2014,40,MISC,UNAS,0
2014,40,MISC,UNBR,0
2014,40,MISC,UNFO,0.14
2014,40,MISC,UNGR,0
2014,40,MISC,UNSEN,0
2014,40,NF,LOPU3,0
2014,40,NF,MEPO3,0
2014,40,NF,TRDU2,0
2014,40,NF,TRHI4,0
2014,40,NF,TRSU3,0
2014,40,NF,UNLU,0
2014,40,NF,UNTR,0
2014,40,NF,VISA,0
2014,40,NF,VITE,0
2014,40,PF,CAOV4,0
2014,40,PF,CIVU,0
2014,40,PF,COAR4,0
2014,40,PF,CRVET,0
2014,40,PF,DISA9,0
2014,40,PF,PLLA,0
2014,40,PF,PSCA13,0
2014,40,PF,RUAC3,0
2014,40,PF,RUCR,0
2014,40,PF,SIBE,0
2014,40,PF,UNPL,0
2014,40,PF,UNRU,0
2014,40,PF,WYAN,0
2014,40,PG,DACA3,0
2014,40,PG,DACA3_S,0
2014,40,PG,ELGL,19.72
2014,40,PG,ELGL_S,0
2014,40,PG,ELMU3,0
2014,40,PG,NAPU4,0
2014,40,PG,NAPU4_S,0
2014,40,PG,PHAQ,0
2014,40,PG,UNGRP,0
2014,40,PG,UNGRPS,0
2014,40,PG,UNSENPG,0
2014,41,AF,ANAR,0
2014,41,AF,CAPY2,0
2014,41,AF,CEDA,0
2014,41,AF,CEGL2,0
2014,41,AF,CESO3,0
2014,41,AF,COCA5,0
2014,41,AF,CRSE11,0
2014,41,AF,EPBR3,0
2014,41,AF,ERBO,36.88
2014,41,AF,ERCI6,0
2014,41,AF,GEDI,5.32
2014,41,AF,HECOL3,0
2014,41,AF,HYGL2,0
2014,41,AF,KISP,0
2014,41,AF,LASE,0
2014,41,AF,LIHY3,0
2014,41,AF,LOGA2,0.92
2014,41,AF,MADI6,0
2014,41,AF,MAGR3,0
2014,41,AF,PAVI3,0
2014,41,AF,PIEC,0
2014,41,AF,PSLU6,0
2014,41,AF,SEVU,0
2014,41,AF,SOAS,0
2014,41,AF,TOAR,0
2014,41,AF,UNER,0
2014,41,AF,UNEU,0
2014,41,AF,UNFOA,0
2014,41,AF,UNGA,0
2014,41,AF,URPI,0
2014,41,AG,AICA,0
2014,41,AG,AVBA,0
2014,41,AG,AVFA,0
2014,41,AG,BRCO4,0
2014,41,AG,BRDI2,0
2014,41,AG,BRDI3,0
2014,41,AG,BRHO2,2.48
2014,41,AG,BRMA,0
2014,41,AG,BRMA3,0
2014,41,AG,BRMI2,1.28
2014,41,AG,GAPH2,0
2014,41,AG,HOMAG,0
2014,41,AG,JUBU,0
2014,41,AG,LOPEM2,0.5
2014,41,AG,UNAV,0
2014,41,AG,UNFE,0
2014,41,AG,UNGRA,26.52
2014,41,AG,UNHO,0
2014,41,AG,UNRS,0
2014,41,AG,UNSENAG,0
2014,41,AG,VUBR,0
2014,41,LITR,LITR,152.06
2014,41,MISC,BAPI,0
2014,41,MISC,GEMO2,0
2014,41,MISC,PIAT4,0
2014,41,MISC,QUAG,0
2014,41,MISC,QULO,0
2014,41,MISC,TODI,0
2014,41,MISC,UN,0
2014,41,MISC,UNAP,0
2014,41,MISC,UNAS,0
2014,41,MISC,UNBR,0
2014,41,MISC,UNFO,2.06
2014,41,MISC,UNGR,0
2014,41,MISC,UNSEN,0
2014,41,NF,LOPU3,0
2014,41,NF,MEPO3,0
2014,41,NF,TRDU2,0.92
2014,41,NF,TRHI4,0
2014,41,NF,TRSU3,0
2014,41,NF,UNLU,0
2014,41,NF,UNTR,0
2014,41,NF,VISA,0
2014,41,NF,VITE,0
2014,41,PF,CAOV4,0
2014,41,PF,CIVU,0
2014,41,PF,COAR4,0
2014,41,PF,CRVET,86.52
2014,41,PF,DISA9,0
2014,41,PF,PLLA,0
2014,41,PF,PSCA13,0
2014,41,PF,RUAC3,0
2014,41,PF,RUCR,0
2014,41,PF,SIBE,0
2014,41,PF,UNPL,0
2014,41,PF,UNRU,0
2014,41,PF,WYAN,0
2014,41,PG,DACA3,0
2014,41,PG,DACA3_S,23.12
2014,41,PG,ELGL,0
2014,41,PG,ELGL_S,0
2014,41,PG,ELMU3,0
2014,41,PG,NAPU4,23.97
2014,41,PG,NAPU4_S,21.28
2014,41,PG,PHAQ,0
2014,41,PG,UNGRP,0
2014,41,PG,UNGRPS,0
2014,41,PG,UNSENPG,0
2014,42,AF,ANAR,0
2014,42,AF,CAPY2,0
2014,42,AF,CEDA,0
2014,42,AF,CEGL2,0
2014,42,AF,CESO3,0
2014,42,AF,COCA5,0
2014,42,AF,CRSE11,0
2014,42,AF,EPBR3,0
2014,42,AF,ERBO,21.13
2014,42,AF,ERCI6,0
2014,42,AF,GEDI,0.21
2014,42,AF,HECOL3,0
2014,42,AF,HYGL2,0
2014,42,AF,KISP,0
2014,42,AF,LASE,0
2014,42,AF,LIHY3,0
2014,42,AF,LOGA2,0
2014,42,AF,MADI6,0
2014,42,AF,MAGR3,0
2014,42,AF,PAVI3,0
2014,42,AF,PIEC,0
2014,42,AF,PSLU6,0
2014,42,AF,SEVU,0
2014,42,AF,SOAS,0
2014,42,AF,TOAR,0
2014,42,AF,UNER,0
2014,42,AF,UNEU,0
2014,42,AF,UNFOA,0
2014,42,AF,UNGA,0
2014,42,AF,URPI,0
2014,42,AG,AICA,0
2014,42,AG,AVBA,11.63
2014,42,AG,AVFA,5.18
2014,42,AG,BRCO4,0
2014,42,AG,BRDI2,0
2014,42,AG,BRDI3,0
2014,42,AG,BRHO2,1.91
2014,42,AG,BRMA,0
2014,42,AG,BRMA3,0
2014,42,AG,BRMI2,0
2014,42,AG,GAPH2,0
2014,42,AG,HOMAG,0
2014,42,AG,JUBU,0
2014,42,AG,LOPEM2,0
2014,42,AG,UNAV,4.96
2014,42,AG,UNFE,0
2014,42,AG,UNGRA,15.6
2014,42,AG,UNHO,0
2014,42,AG,UNRS,0
2014,42,AG,UNSENAG,0
2014,42,AG,VUBR,0
2014,42,LITR,LITR,89.15
2014,42,MISC,BAPI,0
2014,42,MISC,GEMO2,0
2014,42,MISC,PIAT4,0
2014,42,MISC,QUAG,0
2014,42,MISC,QULO,0
2014,42,MISC,TODI,0
2014,42,MISC,UN,0
2014,42,MISC,UNAP,0
2014,42,MISC,UNAS,0
2014,42,MISC,UNBR,0
2014,42,MISC,UNFO,0
2014,42,MISC,UNGR,0
2014,42,MISC,UNSEN,0
2014,42,NF,LOPU3,0
2014,42,NF,MEPO3,0
2014,42,NF,TRDU2,0
2014,42,NF,TRHI4,0
2014,42,NF,TRSU3,0
2014,42,NF,UNLU,0
2014,42,NF,UNTR,0
2014,42,NF,VISA,0
2014,42,NF,VITE,0
2014,42,PF,CAOV4,0
2014,42,PF,CIVU,0
2014,42,PF,COAR4,0
2014,42,PF,CRVET,85.96
2014,42,PF,DISA9,0
2014,42,PF,PLLA,0
2014,42,PF,PSCA13,0
2014,42,PF,RUAC3,0
2014,42,PF,RUCR,0
2014,42,PF,SIBE,0
2014,42,PF,UNPL,0
2014,42,PF,UNRU,0
2014,42,PF,WYAN,0
2014,42,PG,DACA3,0
2014,42,PG,DACA3_S,0
2014,42,PG,ELGL,0
2014,42,PG,ELGL_S,0
2014,42,PG,ELMU3,0
2014,42,PG,NAPU4,0
2014,42,PG,NAPU4_S,0
2014,42,PG,PHAQ,0
2014,42,PG,UNGRP,0
2014,42,PG,UNGRPS,0
2014,42,PG,UNSENPG,0
2014,43,AF,ANAR,0
2014,43,AF,CAPY2,0
2014,43,AF,CEDA,0
2014,43,AF,CEGL2,0
2014,43,AF,CESO3,0
2014,43,AF,COCA5,0
2014,43,AF,CRSE11,0
2014,43,AF,EPBR3,0
2014,43,AF,ERBO,19.86
2014,43,AF,ERCI6,0
2014,43,AF,GEDI,0
2014,43,AF,HECOL3,0
2014,43,AF,HYGL2,2.62
2014,43,AF,KISP,0
2014,43,AF,LASE,0
2014,43,AF,LIHY3,0
2014,43,AF,LOGA2,0
2014,43,AF,MADI6,0
2014,43,AF,MAGR3,0
2014,43,AF,PAVI3,0
2014,43,AF,PIEC,0
2014,43,AF,PSLU6,0
2014,43,AF,SEVU,0
2014,43,AF,SOAS,0
2014,43,AF,TOAR,0
2014,43,AF,UNER,0
2014,43,AF,UNEU,0
2014,43,AF,UNFOA,0
2014,43,AF,UNGA,0
2014,43,AF,URPI,0
2014,43,AG,AICA,0
2014,43,AG,AVBA,48.3
2014,43,AG,AVFA,0
2014,43,AG,BRCO4,0
2014,43,AG,BRDI2,0
2014,43,AG,BRDI3,0
2014,43,AG,BRHO2,2.34
2014,43,AG,BRMA,0
2014,43,AG,BRMA3,0
2014,43,AG,BRMI2,0
2014,43,AG,GAPH2,0
2014,43,AG,HOMAG,0
2014,43,AG,JUBU,0
2014,43,AG,LOPEM2,0
2014,43,AG,UNAV,5.6
2014,43,AG,UNFE,0
2014,43,AG,UNGRA,14.54
2014,43,AG,UNHO,0
2014,43,AG,UNRS,0
2014,43,AG,UNSENAG,0
2014,43,AG,VUBR,0
2014,43,LITR,LITR,514.33
2014,43,MISC,BAPI,0
2014,43,MISC,GEMO2,0
2014,43,MISC,PIAT4,0
2014,43,MISC,QUAG,0
2014,43,MISC,QULO,0
2014,43,MISC,TODI,0
2014,43,MISC,UN,0
2014,43,MISC,UNAP,0
2014,43,MISC,UNAS,0
2014,43,MISC,UNBR,0
2014,43,MISC,UNFO,0
2014,43,MISC,UNGR,0
2014,43,MISC,UNSEN,0
2014,43,NF,LOPU3,0
2014,43,NF,MEPO3,0
2014,43,NF,TRDU2,0
2014,43,NF,TRHI4,0
2014,43,NF,TRSU3,0
2014,43,NF,UNLU,0
2014,43,NF,UNTR,0
2014,43,NF,VISA,0
2014,43,NF,VITE,0
2014,43,PF,CAOV4,0
2014,43,PF,CIVU,0
2014,43,PF,COAR4,0
2014,43,PF,CRVET,12.34
2014,43,PF,DISA9,0
2014,43,PF,PLLA,0
2014,43,PF,PSCA13,0
2014,43,PF,RUAC3,0
2014,43,PF,RUCR,0
2014,43,PF,SIBE,0
2014,43,PF,UNPL,0
2014,43,PF,UNRU,0
2014,43,PF,WYAN,0
2014,43,PG,DACA3,0
2014,43,PG,DACA3_S,0
2014,43,PG,ELGL,0
2014,43,PG,ELGL_S,0
2014,43,PG,ELMU3,0
2014,43,PG,NAPU4,0
2014,43,PG,NAPU4_S,0
2014,43,PG,PHAQ,0
2014,43,PG,UNGRP,0
2014,43,PG,UNGRPS,0
2014,43,PG,UNSENPG,0
2014,44,AF,ANAR,0
2014,44,AF,CAPY2,0
2014,44,AF,CEDA,0
2014,44,AF,CEGL2,0
2014,44,AF,CESO3,0
2014,44,AF,COCA5,0
2014,44,AF,CRSE11,0
2014,44,AF,EPBR3,0
2014,44,AF,ERBO,97.59
2014,44,AF,ERCI6,0
2014,44,AF,GEDI,3.19
2014,44,AF,HECOL3,0
2014,44,AF,HYGL2,0
2014,44,AF,KISP,0
2014,44,AF,LASE,0
2014,44,AF,LIHY3,0
2014,44,AF,LOGA2,0
2014,44,AF,MADI6,0
2014,44,AF,MAGR3,0
2014,44,AF,PAVI3,0
2014,44,AF,PIEC,0
2014,44,AF,PSLU6,0
2014,44,AF,SEVU,0
2014,44,AF,SOAS,0
2014,44,AF,TOAR,0
2014,44,AF,UNER,0
2014,44,AF,UNEU,0
2014,44,AF,UNFOA,0
2014,44,AF,UNGA,0
2014,44,AF,URPI,0
2014,44,AG,AICA,0
2014,44,AG,AVBA,2.84
2014,44,AG,AVFA,19.57
2014,44,AG,BRCO4,0
2014,44,AG,BRDI2,0
2014,44,AG,BRDI3,0
2014,44,AG,BRHO2,1.99
2014,44,AG,BRMA,0
2014,44,AG,BRMA3,0
2014,44,AG,BRMI2,0
2014,44,AG,GAPH2,0
2014,44,AG,HOMAG,0
2014,44,AG,JUBU,0
2014,44,AG,LOPEM2,0
2014,44,AG,UNAV,0
2014,44,AG,UNFE,0
2014,44,AG,UNGRA,0
2014,44,AG,UNHO,0
2014,44,AG,UNRS,0
2014,44,AG,UNSENAG,0
2014,44,AG,VUBR,0
2014,44,LITR,LITR,284.68
2014,44,MISC,BAPI,0
2014,44,MISC,GEMO2,0
2014,44,MISC,PIAT4,0
2014,44,MISC,QUAG,0
2014,44,MISC,QULO,0
2014,44,MISC,TODI,0
2014,44,MISC,UN,0
2014,44,MISC,UNAP,0
2014,44,MISC,UNAS,0
2014,44,MISC,UNBR,0
2014,44,MISC,UNFO,0
2014,44,MISC,UNGR,0
2014,44,MISC,UNSEN,33.62
2014,44,NF,LOPU3,0
2014,44,NF,MEPO3,0
2014,44,NF,TRDU2,0
2014,44,NF,TRHI4,0
2014,44,NF,TRSU3,0
2014,44,NF,UNLU,0
2014,44,NF,UNTR,0
2014,44,NF,VISA,0
2014,44,NF,VITE,0
2014,44,PF,CAOV4,0
2014,44,PF,CIVU,0
2014,44,PF,COAR4,0
2014,44,PF,CRVET,54.47
2014,44,PF,DISA9,0
2014,44,PF,PLLA,0
2014,44,PF,PSCA13,0
2014,44,PF,RUAC3,0
2014,44,PF,RUCR,0
2014,44,PF,SIBE,0
2014,44,PF,UNPL,0
2014,44,PF,UNRU,0
2014,44,PF,WYAN,0
2014,44,PG,DACA3,0
2014,44,PG,DACA3_S,0
2014,44,PG,ELGL,0
2014,44,PG,ELGL_S,0
2014,44,PG,ELMU3,0
2014,44,PG,NAPU4,180.78
2014,44,PG,NAPU4_S,0
2014,44,PG,PHAQ,0
2014,44,PG,UNGRP,0
2014,44,PG,UNGRPS,0
2014,44,PG,UNSENPG,0
2014,45,AF,ANAR,0
2014,45,AF,CAPY2,0
2014,45,AF,CEDA,0
2014,45,AF,CEGL2,0
2014,45,AF,CESO3,0
2014,45,AF,COCA5,0
2014,45,AF,CRSE11,0
2014,45,AF,EPBR3,0
2014,45,AF,ERBO,77.45
2014,45,AF,ERCI6,0
2014,45,AF,GEDI,3.55
2014,45,AF,HECOL3,0
2014,45,AF,HYGL2,0
2014,45,AF,KISP,0
2014,45,AF,LASE,0
2014,45,AF,LIHY3,0
2014,45,AF,LOGA2,0
2014,45,AF,MADI6,0
2014,45,AF,MAGR3,0
2014,45,AF,PAVI3,0
2014,45,AF,PIEC,0
2014,45,AF,PSLU6,0
2014,45,AF,SEVU,0
2014,45,AF,SOAS,0
2014,45,AF,TOAR,0
2014,45,AF,UNER,0
2014,45,AF,UNEU,0
2014,45,AF,UNFOA,0
2014,45,AF,UNGA,0
2014,45,AF,URPI,0
2014,45,AG,AICA,0
2014,45,AG,AVBA,20.99
2014,45,AG,AVFA,28.01
2014,45,AG,BRCO4,0
2014,45,AG,BRDI2,0
2014,45,AG,BRDI3,0
2014,45,AG,BRHO2,0
2014,45,AG,BRMA,0
2014,45,AG,BRMA3,0
2014,45,AG,BRMI2,0
2014,45,AG,GAPH2,0
2014,45,AG,HOMAG,0
2014,45,AG,JUBU,0
2014,45,AG,LOPEM2,1.99
2014,45,AG,UNAV,97.8
2014,45,AG,UNFE,0
2014,45,AG,UNGRA,23.19
2014,45,AG,UNHO,0
2014,45,AG,UNRS,0
2014,45,AG,UNSENAG,0
2014,45,AG,VUBR,0
2014,45,LITR,LITR,372.77
2014,45,MISC,BAPI,0
2014,45,MISC,GEMO2,0
2014,45,MISC,PIAT4,0
2014,45,MISC,QUAG,0
2014,45,MISC,QULO,0
2014,45,MISC,TODI,0
2014,45,MISC,UN,0
2014,45,MISC,UNAP,0
2014,45,MISC,UNAS,0
2014,45,MISC,UNBR,0
2014,45,MISC,UNFO,0
2014,45,MISC,UNGR,0
2014,45,MISC,UNSEN,0
2014,45,NF,LOPU3,0
2014,45,NF,MEPO3,0
2014,45,NF,TRDU2,0
2014,45,NF,TRHI4,0
2014,45,NF,TRSU3,0
2014,45,NF,UNLU,0
2014,45,NF,UNTR,0
2014,45,NF,VISA,0
2014,45,NF,VITE,0
2014,45,PF,CAOV4,0
2014,45,PF,CIVU,0
2014,45,PF,COAR4,0
2014,45,PF,CRVET,51.56
2014,45,PF,DISA9,0
2014,45,PF,PLLA,0
2014,45,PF,PSCA13,0
2014,45,PF,RUAC3,0
2014,45,PF,RUCR,0
2014,45,PF,SIBE,0
2014,45,PF,UNPL,0
2014,45,PF,UNRU,0
2014,45,PF,WYAN,0
2014,45,PG,DACA3,0
2014,45,PG,DACA3_S,0
2014,45,PG,ELGL,0
2014,45,PG,ELGL_S,0
2014,45,PG,ELMU3,0
2014,45,PG,NAPU4,112.48
2014,45,PG,NAPU4_S,0
2014,45,PG,PHAQ,0
2014,45,PG,UNGRP,0
2014,45,PG,UNGRPS,0
2014,45,PG,UNSENPG,0
2014,46,AF,ANAR,0
2014,46,AF,CAPY2,0
2014,46,AF,CEDA,0
2014,46,AF,CEGL2,0
2014,46,AF,CESO3,0
2014,46,AF,COCA5,0
2014,46,AF,CRSE11,0
2014,46,AF,EPBR3,0
2014,46,AF,ERBO,104.33
2014,46,AF,ERCI6,0
2014,46,AF,GEDI,1.56
2014,46,AF,HECOL3,0
2014,46,AF,HYGL2,0
2014,46,AF,KISP,0
2014,46,AF,LASE,0
2014,46,AF,LIHY3,0
2014,46,AF,LOGA2,0
2014,46,AF,MADI6,0
2014,46,AF,MAGR3,0
2014,46,AF,PAVI3,0
2014,46,AF,PIEC,0
2014,46,AF,PSLU6,0
2014,46,AF,SEVU,0
2014,46,AF,SOAS,0
2014,46,AF,TOAR,0
2014,46,AF,UNER,0
2014,46,AF,UNEU,0
2014,46,AF,UNFOA,0
2014,46,AF,UNGA,0
2014,46,AF,URPI,0
2014,46,AG,AICA,0
2014,46,AG,AVBA,20.78
2014,46,AG,AVFA,52.27
2014,46,AG,BRCO4,0
2014,46,AG,BRDI2,151.49
2014,46,AG,BRDI3,0
2014,46,AG,BRHO2,0
2014,46,AG,BRMA,0
2014,46,AG,BRMA3,0
2014,46,AG,BRMI2,0
2014,46,AG,GAPH2,0
2014,46,AG,HOMAG,0
2014,46,AG,JUBU,0
2014,46,AG,LOPEM2,0
2014,46,AG,UNAV,15.89
2014,46,AG,UNFE,0
2014,46,AG,UNGRA,13.05
2014,46,AG,UNHO,0
2014,46,AG,UNRS,0
2014,46,AG,UNSENAG,0
2014,46,AG,VUBR,0
2014,46,LITR,LITR,462.91
2014,46,MISC,BAPI,0
2014,46,MISC,GEMO2,0
2014,46,MISC,PIAT4,0
2014,46,MISC,QUAG,0
2014,46,MISC,QULO,0
2014,46,MISC,TODI,0
2014,46,MISC,UN,0
2014,46,MISC,UNAP,0
2014,46,MISC,UNAS,0
2014,46,MISC,UNBR,0
2014,46,MISC,UNFO,0
2014,46,MISC,UNGR,0
2014,46,MISC,UNSEN,0
2014,46,NF,LOPU3,0
2014,46,NF,MEPO3,0
2014,46,NF,TRDU2,0
2014,46,NF,TRHI4,0
2014,46,NF,TRSU3,0
2014,46,NF,UNLU,0
2014,46,NF,UNTR,0
2014,46,NF,VISA,0
2014,46,NF,VITE,0
2014,46,PF,CAOV4,0
2014,46,PF,CIVU,0
2014,46,PF,COAR4,0
2014,46,PF,CRVET,9.29
2014,46,PF,DISA9,0
2014,46,PF,PLLA,0
2014,46,PF,PSCA13,0
2014,46,PF,RUAC3,0
2014,46,PF,RUCR,0
2014,46,PF,SIBE,21.49
2014,46,PF,UNPL,0
2014,46,PF,UNRU,0
2014,46,PF,WYAN,0
2014,46,PG,DACA3,0
2014,46,PG,DACA3_S,0
2014,46,PG,ELGL,0
2014,46,PG,ELGL_S,0
2014,46,PG,ELMU3,0
2014,46,PG,NAPU4,0
2014,46,PG,NAPU4_S,0
2014,46,PG,PHAQ,0
2014,46,PG,UNGRP,0
2014,46,PG,UNGRPS,0
2014,46,PG,UNSENPG,0
2014,47,AF,ANAR,0
2014,47,AF,CAPY2,0
2014,47,AF,CEDA,0
2014,47,AF,CEGL2,0
2014,47,AF,CESO3,0
2014,47,AF,COCA5,0
2014,47,AF,CRSE11,0
2014,47,AF,EPBR3,0
2014,47,AF,ERBO,109.65
2014,47,AF,ERCI6,0
2014,47,AF,GEDI,0.71
2014,47,AF,HECOL3,0
2014,47,AF,HYGL2,0
2014,47,AF,KISP,0
2014,47,AF,LASE,4.4
2014,47,AF,LIHY3,0
2014,47,AF,LOGA2,0
2014,47,AF,MADI6,0
2014,47,AF,MAGR3,0
2014,47,AF,PAVI3,0
2014,47,AF,PIEC,0
2014,47,AF,PSLU6,0
2014,47,AF,SEVU,0
2014,47,AF,SOAS,0
2014,47,AF,TOAR,0
2014,47,AF,UNER,0
2014,47,AF,UNEU,0
2014,47,AF,UNFOA,0
2014,47,AF,UNGA,0
2014,47,AF,URPI,0
2014,47,AG,AICA,0
2014,47,AG,AVBA,0
2014,47,AG,AVFA,9.5
2014,47,AG,BRCO4,0
2014,47,AG,BRDI2,0
2014,47,AG,BRDI3,0
2014,47,AG,BRHO2,0.57
2014,47,AG,BRMA,0
2014,47,AG,BRMA3,0
2014,47,AG,BRMI2,0
2014,47,AG,GAPH2,0
2014,47,AG,HOMAG,0
2014,47,AG,JUBU,0
2014,47,AG,LOPEM2,0
2014,47,AG,UNAV,31.42
2014,47,AG,UNFE,0
2014,47,AG,UNGRA,14.96
2014,47,AG,UNHO,0
2014,47,AG,UNRS,0
2014,47,AG,UNSENAG,0
2014,47,AG,VUBR,1.21
2014,47,LITR,LITR,122.77
2014,47,MISC,BAPI,0
2014,47,MISC,GEMO2,0
2014,47,MISC,PIAT4,0
2014,47,MISC,QUAG,0
2014,47,MISC,QULO,0
2014,47,MISC,TODI,0
2014,47,MISC,UN,0
2014,47,MISC,UNAP,0
2014,47,MISC,UNAS,0
2014,47,MISC,UNBR,0
2014,47,MISC,UNFO,0
2014,47,MISC,UNGR,0
2014,47,MISC,UNSEN,0
2014,47,NF,LOPU3,0
2014,47,NF,MEPO3,0
2014,47,NF,TRDU2,2.98
2014,47,NF,TRHI4,0
2014,47,NF,TRSU3,0
2014,47,NF,UNLU,0
2014,47,NF,UNTR,0
2014,47,NF,VISA,0
2014,47,NF,VITE,0
2014,47,PF,CAOV4,0
2014,47,PF,CIVU,0
2014,47,PF,COAR4,0
2014,47,PF,CRVET,42.41
2014,47,PF,DISA9,0
2014,47,PF,PLLA,0
2014,47,PF,PSCA13,0
2014,47,PF,RUAC3,0
2014,47,PF,RUCR,0
2014,47,PF,SIBE,104.96
2014,47,PF,UNPL,0
2014,47,PF,UNRU,0
2014,47,PF,WYAN,0
2014,47,PG,DACA3,0
2014,47,PG,DACA3_S,0
2014,47,PG,ELGL,0
2014,47,PG,ELGL_S,0
2014,47,PG,ELMU3,0
2014,47,PG,NAPU4,0
2014,47,PG,NAPU4_S,0
2014,47,PG,PHAQ,0
2014,47,PG,UNGRP,0
2014,47,PG,UNGRPS,0
2014,47,PG,UNSENPG,0
2014,48,AF,ANAR,0
2014,48,AF,CAPY2,0
2014,48,AF,CEDA,0
2014,48,AF,CEGL2,0
2014,48,AF,CESO3,0
2014,48,AF,COCA5,0
2014,48,AF,CRSE11,0
2014,48,AF,EPBR3,0
2014,48,AF,ERBO,164.26
2014,48,AF,ERCI6,0
2014,48,AF,GEDI,12.48
2014,48,AF,HECOL3,0
2014,48,AF,HYGL2,0.14
2014,48,AF,KISP,0
2014,48,AF,LASE,0
2014,48,AF,LIHY3,0
2014,48,AF,LOGA2,0
2014,48,AF,MADI6,0
2014,48,AF,MAGR3,0
2014,48,AF,PAVI3,0
2014,48,AF,PIEC,0
2014,48,AF,PSLU6,0
2014,48,AF,SEVU,0
2014,48,AF,SOAS,0
2014,48,AF,TOAR,0
2014,48,AF,UNER,0
2014,48,AF,UNEU,0
2014,48,AF,UNFOA,0
2014,48,AF,UNGA,0
2014,48,AF,URPI,0
2014,48,AG,AICA,0
2014,48,AG,AVBA,0
2014,48,AG,AVFA,59.01
2014,48,AG,BRCO4,0
2014,48,AG,BRDI2,8.09
